0	-24.5691
49.32134	-22.5691
98.64268	-28.9691
147.96402	-60.9691
197.28535	-55.3691
246.60669	-60.9691
295.92803	-60.9691
345.24937	-60.9691
394.57071	-58.5691
443.89205	-60.9691
493.21338	-54.5691
542.53472	-58.5691
591.85606	-60.9691
641.1774	-60.9691
690.49874	-60.9691
739.82008	-58.5691
789.14141	-60.9691
838.46275	-60.9691
887.78409	-58.5691
937.10543	-60.9691
986.42677	-60.9691
1035.74811	-58.5691
1085.06945	-60.9691
1134.39079	-60.9691
1183.71213	-60.9691
1233.03347	-60.9691
1282.35481	-60.9691
1331.67615	-60.9691
1380.99749	-60.9691
1430.31883	-60.9691
1479.64017	-60.9691
1528.96151	-60.9691
1578.28285	-60.9691
1627.60419	-60.9691
1676.92553	-60.9691
1726.24687	-60.9691
1775.56821	-60.9691
1824.88955	-60.9691
1874.21089	-58.5691
1923.53223	-58.5691
1972.85357	-60.9691
2022.17491	-58.5691
2071.49625	-58.5691
2120.81759	-60.9691
2170.13893	-60.9691
2219.46027	-58.5691
2268.78161	-60.9691
2318.10295	-60.9691
2367.42429	-60.9691
2416.74563	-60.9691
2466.06697	-60.9691
2515.38831	-60.9691
2564.70965	-60.9691
2614.03099	-60.9691
2663.35233	-58.5691
2712.67367	-58.5691
2761.99501	-54.5691
2811.31635	-60.9691
2860.63769	-58.5691
2909.95903	-60.9691
2959.28037	-55.3691
3008.60171	-60.9691
3057.92305	-58.5691
3107.24439	-58.5691
3156.56573	-54.5691
3205.88707	-54.5691
3255.20841	-54.5691
3304.52975	-58.5691
3353.85109	-58.5691
3403.17243	-60.9691
3452.49377	-60.9691
3501.81511	-60.9691
3551.13645	-58.5691
3600.45779	-60.9691
3649.77913	-60.9691
3699.10047	-58.5691
3748.42181	-54.5691
3797.74315	-54.5691
3847.06449	-60.9691
3896.38583	-58.5691
3945.70717	-60.9691
3995.02851	-58.5691
4044.34985	-55.3691
4093.67119	-60.9691
4142.99253	-60.9691
4192.31387	-60.9691
4241.63521	-60.9691
4290.95655	-58.5691
4340.27789	-55.3691
4389.59923	-60.9691
4438.92057	-58.5691
4488.24191	-60.9691
4537.56325	-58.5691
4586.88459	-60.9691
4636.20593	-60.9691
4685.52727	-60.9691
4734.84861	-60.9691
4784.16995	-58.5691
4833.49129	-55.3691
4882.81263	-58.5691
4932.13397	-58.5691
4981.45531	-60.9691
5030.77665	-60.9691
5080.09799	-60.9691
5129.41933	-58.5691
5178.74067	-60.9691
5228.06201	-60.9691
5277.38335	-60.9691
5326.70469	-60.9691
5376.02603	-60.9691
5425.34737	-60.9691
5474.66871	-60.9691
5523.99005	-60.9691
5573.31139	-58.5691
5622.63273	-60.9691
5671.95407	-58.5691
5721.27541	-60.9691
5770.59675	-60.9691
5819.91809	-60.9691
5869.23943	-55.3691
5918.56077	-60.9691
5967.88211	-60.9691
6017.20345	-58.5691
6066.52479	-60.9691
6115.84613	-60.9691
6165.16747	-60.9691
6214.48881	-55.3691
6263.81015	-58.5691
6313.13149	-60.9691
6362.45283	-60.9691
6411.77417	-58.5691
6461.09551	-60.9691
6510.41685	-60.9691
6559.73819	-60.9691
6609.05953	-60.9691
6658.38087	-60.9691
6707.70221	-60.9691
6757.02355	-58.5691
6806.34489	-54.5691
6855.66623	-52.5691
6904.98757	-54.5691
6954.30891	-52.5691
7003.63025	-54.5691
7052.95159	-54.5691
7102.27293	-60.9691
7151.59427	-60.9691
7200.91561	-60.9691
7250.23695	-60.9691
7299.55829	-58.5691
7348.87963	-58.5691
7398.20097	-58.5691
7447.52231	-60.9691
7496.84365	-60.9691
7546.16499	-60.9691
7595.48633	-60.9691
7644.80767	-60.9691
7694.12901	-60.9691
7743.45035	-60.9691
7792.77169	-58.5691
7842.09303	-60.9691
7891.41437	-58.5691
7940.73571	-58.5691
7990.05705	-60.9691
8039.37839	-60.9691
8088.69973	-60.9691
8138.02107	-60.9691
8187.34241	-60.9691
8236.66375	-60.9691
8285.98509	-60.9691
8335.30643	-60.9691
8384.62777	-60.9691
8433.94911	-58.5691
8483.27045	-58.5691
8532.59179	-60.9691
8581.91313	-60.9691
8631.23447	-58.5691
8680.55581	-60.9691
8729.87715	-60.9691
8779.19849	-60.9691
8828.51983	-60.9691
8877.84117	-60.9691
8927.16251	-60.9691
8976.48385	-58.5691
9025.80519	-58.5691
9075.12653	-55.3691
9124.44787	-60.9691
9173.76921	-58.5691
9223.09055	-60.9691
9272.41189	-60.9691
9321.73323	-58.5691
9371.05457	-58.5691
9420.37591	-58.5691
9469.69725	-54.5691
9519.01859	-60.9691
9568.33993	-58.5691
9617.66127	-58.5691
9666.98261	-55.3691
9716.30395	-51.3691
9765.62529	-42.1691
9814.94663	-37.3691
9864.26797	-24.1691
9913.58931	-1.7691
9962.91065	3.0309
10012.23199	3.4309
10061.55333	2.2309
10110.87467	-6.5691
10160.19601	-29.7691
10209.51735	-40.5691
10258.83869	-45.3691
10308.16003	-51.7691
10357.48137	-58.5691
10406.80271	-58.5691
10456.12405	-60.9691
10505.44539	-55.3691
10554.76673	-55.3691
10604.08807	-55.3691
10653.40941	-55.3691
10702.73075	-60.9691
10752.05209	-60.9691
10801.37343	-60.9691
10850.69477	-58.5691
10900.01611	-54.5691
10949.33745	-54.5691
10998.65879	-58.5691
11047.98013	-60.9691
