Record Length,1.024000e+03,,          0.00000, -10.96910,
Sample Interval,1.220703e+05,,     122070.31250, -11.36910,
Trigger Point,0.000000000000e+00,,     244140.62500, -27.76910,
,,,     366210.93750, -39.76910,
,,,     488281.25000, -47.76910,
,,,     610351.56250, -53.76910,
Source,MATH,,     732421.87500, -60.96910,
Vertical Units,dB,,     854492.18750, -60.96910,
Vertical Scale,1.000000e+01,,     976562.50000, -57.36910,
Vertical Offset,0.000000e+00,,    1098632.81250, -57.36910,
Horizontal Units,Hz,,    1220703.12500, -59.76910,
Horizontal Scale,1.250000e+07,,    1342773.43750, -59.76910,
Pt Fmt,Y,,    1464843.75000, -55.76910,
Yzero,-2.096910e+01,,    1586914.06250, -60.96910,
Probe Atten,1.000000e+00,,    1708984.37500, -60.96910,
Model Number,TDS1012C-EDU,,    1831054.68750, -59.76910,
Serial Number,C013699,,    1953125.00000, -60.96910,
Firmware Version,FV:v25.07,,    2075195.31250, -60.96910,
,,,2197265.62500, -60.96910,
,,,2319335.93750, -60.96910,
,,,2441406.25000, -60.96910,
,,,2563476.56250, -60.96910,
,,,2685546.87500, -56.96910,
,,,2807617.18750, -56.96910,
,,,2929687.50000, -60.96910,
,,,3051757.81250, -60.96910,
,,,3173828.12500, -60.96910,
,,,3295898.43750, -60.96910,
,,,3417968.75000, -60.96910,
,,,3540039.06250, -60.96910,
,,,3662109.37500, -60.96910,
,,,3784179.68750, -60.96910,
,,,3906250.00000, -60.96910,
,,,4028320.31250, -60.96910,
,,,4150390.62500, -59.76910,
,,,4272460.93750, -59.76910,
,,,4394531.25000, -60.96910,
,,,4516601.56250, -60.96910,
,,,4638671.87500, -59.76910,
,,,4760742.18750, -60.96910,
,,,4882812.50000, -60.96910,
,,,5004882.81250, -60.96910,
,,,5126953.12500, -57.36910,
,,,5249023.43750, -60.96910,
,,,5371093.75000, -57.76910,
,,,5493164.06250, -57.36910,
,,,5615234.37500, -57.76910,
,,,5737304.68750, -60.96910,
,,,5859375.00000, -60.96910,
,,,5981445.31250, -60.96910,
,,,6103515.62500, -57.36910,
,,,6225585.93750, -55.76910,
,,,6347656.25000, -60.96910,
,,,6469726.56250, -60.96910,
,,,6591796.87500, -60.96910,
,,,6713867.18750, -60.96910,
,,,6835937.50000, -59.76910,
,,,6958007.81250, -60.96910,
,,,7080078.12500, -60.96910,
,,,7202148.43750, -60.96910,
,,,7324218.75000, -57.76910,
,,,7446289.06250, -57.36910,
,,,7568359.37500, -53.76910,
,,,7690429.68750, -56.96910,
,,,7812500.00000, -60.96910,
,,,7934570.31250, -60.96910,
,,,8056640.62500, -60.96910,
,,,8178710.93750, -57.76910,
,,,8300781.25000, -59.76910,
,,,8422851.56250, -60.96910,
,,,8544921.87500, -60.96910,
,,,8666992.18750, -60.96910,
,,,8789062.50000, -59.76910,
,,,8911132.81250, -59.76910,
,,,9033203.12500, -59.76910,
,,,9155273.43750, -59.76910,
,,,9277343.75000, -60.96910,
,,,9399414.06250, -57.76910,
,,,9521484.37500, -55.76910,
,,,9643554.68750, -57.36910,
,,,9765625.00000, -60.96910,
,,,9887695.31250, -60.96910,
,,,10009765.62500, -60.96910,
,,,10131835.93750, -60.96910,
,,,10253906.25000, -60.96910,
,,,10375976.56250, -56.96910,
,,,10498046.87500, -60.96910,
,,,10620117.18750, -60.96910,
,,,10742187.50000, -60.96910,
,,,10864257.81250, -60.96910,
,,,10986328.12500, -60.96910,
,,,11108398.43750, -56.96910,
,,,11230468.75000, -55.76910,
,,,11352539.06250, -60.96910,
,,,11474609.37500, -59.76910,
,,,11596679.68750, -60.96910,
,,,11718750.00000, -57.36910,
,,,11840820.31250, -56.96910,
,,,11962890.62500, -59.76910,
,,,12084960.93750, -60.96910,
,,,12207031.25000, -60.96910,
,,,12329101.56250, -60.96910,
,,,12451171.87500, -60.96910,
,,,12573242.18750, -60.96910,
,,,12695312.50000, -60.96910,
,,,12817382.81250, -60.96910,
,,,12939453.12500, -60.96910,
,,,13061523.43750, -57.36910,
,,,13183593.75000, -56.96910,
,,,13305664.06250, -60.96910,
,,,13427734.37500, -60.96910,
,,,13549804.68750, -60.96910,
,,,13671875.00000, -60.96910,
,,,13793945.31250, -59.76910,
,,,13916015.62500, -60.96910,
,,,14038085.93750, -60.96910,
,,,14160156.25000, -60.96910,
,,,14282226.56250, -60.96910,
,,,14404296.87500, -59.76910,
,,,14526367.18750, -60.96910,
,,,14648437.50000, -59.76910,
,,,14770507.81250, -60.96910,
,,,14892578.12500, -60.96910,
,,,15014648.43750, -60.96910,
,,,15136718.75000, -59.76910,
,,,15258789.06250, -60.96910,
,,,15380859.37500, -60.96910,
,,,15502929.68750, -60.96910,
,,,15625000.00000, -59.76910,
,,,15747070.31250, -60.96910,
,,,15869140.62500, -60.96910,
,,,15991210.93750, -59.76910,
,,,16113281.25000, -60.96910,
,,,16235351.56250, -60.96910,
,,,16357421.87500, -60.96910,
,,,16479492.18750, -60.96910,
,,,16601562.50000, -59.76910,
,,,16723632.81250, -60.96910,
,,,16845703.12500, -60.96910,
,,,16967773.43750, -60.96910,
,,,17089843.75000, -60.96910,
,,,17211914.06250, -60.96910,
,,,17333984.37500, -60.96910,
,,,17456054.68750, -60.96910,
,,,17578125.00000, -59.76910,
,,,17700195.31250, -55.76910,
,,,17822265.62500, -60.96910,
,,,17944335.93750, -60.96910,
,,,18066406.25000, -60.96910,
,,,18188476.56250, -59.76910,
,,,18310546.87500, -59.76910,
,,,18432617.18750, -60.96910,
,,,18554687.50000, -60.96910,
,,,18676757.81250, -60.96910,
,,,18798828.12500, -57.36910,
,,,18920898.43750, -56.96910,
,,,19042968.75000, -59.76910,
,,,19165039.06250, -60.96910,
,,,19287109.37500, -59.76910,
,,,19409179.68750, -57.36910,
,,,19531250.00000, -57.36910,
,,,19653320.31250, -52.96910,
,,,19775390.62500, -54.56910,
,,,19897460.93750, -56.96910,
,,,20019531.25000, -60.96910,
,,,20141601.56250, -56.96910,
,,,20263671.87500, -54.96910,
,,,20385742.18750, -54.96910,
,,,20507812.50000, -59.76910,
,,,20629882.81250, -60.96910,
,,,20751953.12500, -60.96910,
,,,20874023.43750, -60.96910,
,,,20996093.75000, -60.96910,
,,,21118164.06250, -60.96910,
,,,21240234.37500, -60.96910,
,,,21362304.68750, -60.96910,
,,,21484375.00000, -60.96910,
,,,21606445.31250, -59.76910,
,,,21728515.62500, -57.76910,
,,,21850585.93750, -56.96910,
,,,21972656.25000, -56.96910,
,,,22094726.56250, -53.76910,
,,,22216796.87500, -52.96910,
,,,22338867.18750, -60.96910,
,,,22460937.50000, -60.96910,
,,,22583007.81250, -60.96910,
,,,22705078.12500, -59.76910,
,,,22827148.43750, -60.96910,
,,,22949218.75000, -60.96910,
,,,23071289.06250, -60.96910,
,,,23193359.37500, -60.96910,
,,,23315429.68750, -59.76910,
,,,23437500.00000, -60.96910,
,,,23559570.31250, -60.96910,
,,,23681640.62500, -59.76910,
,,,23803710.93750, -56.96910,
,,,23925781.25000, -55.76910,
,,,24047851.56250, -59.76910,
,,,24169921.87500, -57.36910,
,,,24291992.18750, -60.96910,
,,,24414062.50000, -57.36910,
,,,24536132.81250, -60.96910,
,,,24658203.12500, -60.96910,
,,,24780273.43750, -59.76910,
,,,24902343.75000, -60.96910,
,,,25024414.06250, -60.96910,
,,,25146484.37500, -56.96910,
,,,25268554.68750, -50.96910,
,,,25390625.00000, -59.76910,
,,,25512695.31250, -60.96910,
,,,25634765.62500, -60.96910,
,,,25756835.93750, -57.76910,
,,,25878906.25000, -60.96910,
,,,26000976.56250, -60.96910,
,,,26123046.87500, -56.96910,
,,,26245117.18750, -57.76910,
,,,26367187.50000, -60.96910,
,,,26489257.81250, -57.76910,
,,,26611328.12500, -55.76910,
,,,26733398.43750, -57.76910,
,,,26855468.75000, -60.96910,
,,,26977539.06250, -60.96910,
,,,27099609.37500, -60.96910,
,,,27221679.68750, -59.76910,
,,,27343750.00000, -60.96910,
,,,27465820.31250, -60.96910,
,,,27587890.62500, -56.96910,
,,,27709960.93750, -52.96910,
,,,27832031.25000, -54.96910,
,,,27954101.56250, -56.96910,
,,,28076171.87500, -55.76910,
,,,28198242.18750, -59.76910,
,,,28320312.50000, -60.96910,
,,,28442382.81250, -60.96910,
,,,28564453.12500, -60.96910,
,,,28686523.43750, -60.96910,
,,,28808593.75000, -60.96910,
,,,28930664.06250, -60.96910,
,,,29052734.37500, -56.96910,
,,,29174804.68750, -56.96910,
,,,29296875.00000, -60.96910,
,,,29418945.31250, -60.96910,
,,,29541015.62500, -60.96910,
,,,29663085.93750, -60.96910,
,,,29785156.25000, -59.76910,
,,,29907226.56250, -60.96910,
,,,30029296.87500, -60.96910,
,,,30151367.18750, -60.96910,
,,,30273437.50000, -54.56910,
,,,30395507.81250, -59.76910,
,,,30517578.12500, -60.96910,
,,,30639648.43750, -56.96910,
,,,30761718.75000, -60.96910,
,,,30883789.06250, -60.96910,
